Case,case_id,bug_id,group,family,test,seed,source_run_dir,source_package,source_case
555,case_555,bug_152,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,15714,,coverage64_release_20260827_v5.tar.gz,case_438
556,case_556,bug_152,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15718,,coverage64_release_20260827_v5.tar.gz,case_437
557,case_557,bug_153,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15804,,coverage64_release_20260827_v5.tar.gz,case_436
558,case_558,bug_152,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,15713,,coverage64_release_20260827_v5.tar.gz,case_435
559,case_559,bug_152,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15717,,coverage64_release_20260827_v5.tar.gz,case_434
560,case_560,bug_152,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,15712,,coverage64_release_20260827_v5.tar.gz,case_433
561,case_561,bug_153,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15803,,coverage64_release_20260827_v5.tar.gz,case_432
562,case_562,bug_152,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15716,,coverage64_release_20260827_v5.tar.gz,case_431
563,case_563,bug_152,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,15711,,coverage64_release_20260827_v5.tar.gz,case_430
564,case_564,bug_048,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12206,,coverage64_release_20260827_v5.tar.gz,case_43
565,case_565,bug_152,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15715,,coverage64_release_20260827_v5.tar.gz,case_429
566,case_566,bug_153,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15802,,coverage64_release_20260827_v5.tar.gz,case_428
567,case_567,bug_152,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,15710,,coverage64_release_20260827_v5.tar.gz,case_427
568,case_568,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15120,,coverage64_release_20260827_v5.tar.gz,case_426
569,case_569,bug_152,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,15709,,coverage64_release_20260827_v5.tar.gz,case_425
570,case_570,bug_153,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,15801,,coverage64_release_20260827_v5.tar.gz,case_424
571,case_571,bug_152,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,15708,,coverage64_release_20260827_v5.tar.gz,case_423
572,case_572,bug_145,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15207,,coverage64_release_20260827_v5.tar.gz,case_422
573,case_573,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15110,,coverage64_release_20260827_v5.tar.gz,case_421
574,case_574,bug_145,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15206,,coverage64_release_20260827_v5.tar.gz,case_420
575,case_575,bug_048,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12205,,coverage64_release_20260827_v5.tar.gz,case_42
576,case_576,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15118,,coverage64_release_20260827_v5.tar.gz,case_419
577,case_577,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15109,,coverage64_release_20260827_v5.tar.gz,case_418
578,case_578,bug_145,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15205,,coverage64_release_20260827_v5.tar.gz,case_417
579,case_579,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15117,,coverage64_release_20260827_v5.tar.gz,case_416
580,case_580,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15108,,coverage64_release_20260827_v5.tar.gz,case_415
581,case_581,bug_145,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15204,,coverage64_release_20260827_v5.tar.gz,case_414
582,case_582,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15107,,coverage64_release_20260827_v5.tar.gz,case_413
583,case_583,bug_145,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15203,,coverage64_release_20260827_v5.tar.gz,case_412
584,case_584,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15116,,coverage64_release_20260827_v5.tar.gz,case_411
585,case_585,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15106,,coverage64_release_20260827_v5.tar.gz,case_410
586,case_586,bug_048,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12204,,coverage64_release_20260827_v5.tar.gz,case_41
587,case_587,bug_145,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15202,,coverage64_release_20260827_v5.tar.gz,case_409
588,case_588,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15115,,coverage64_release_20260827_v5.tar.gz,case_408
589,case_589,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15105,,coverage64_release_20260827_v5.tar.gz,case_407
590,case_590,bug_145,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,15201,,coverage64_release_20260827_v5.tar.gz,case_406
591,case_591,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15114,,coverage64_release_20260827_v5.tar.gz,case_405
592,case_592,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15104,,coverage64_release_20260827_v5.tar.gz,case_404
593,case_593,bug_133,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14507,,coverage64_release_20260827_v5.tar.gz,case_403
594,case_594,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15113,,coverage64_release_20260827_v5.tar.gz,case_402
595,case_595,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15103,,coverage64_release_20260827_v5.tar.gz,case_401
596,case_596,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15112,,coverage64_release_20260827_v5.tar.gz,case_400
597,case_597,bug_048,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12203,,coverage64_release_20260827_v5.tar.gz,case_40
598,case_598,bug_041,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12004,,coverage64_release_20260827_v5.tar.gz,case_4
599,case_599,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15102,,coverage64_release_20260827_v5.tar.gz,case_399
600,case_600,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,15111,,coverage64_release_20260827_v5.tar.gz,case_398
601,case_601,bug_143,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,15101,,coverage64_release_20260827_v5.tar.gz,case_397
602,case_602,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,14414,,coverage64_release_20260827_v5.tar.gz,case_396
603,case_603,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14420,,coverage64_release_20260827_v5.tar.gz,case_395
604,case_604,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,14413,,coverage64_release_20260827_v5.tar.gz,case_394
605,case_605,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14419,,coverage64_release_20260827_v5.tar.gz,case_393
606,case_606,bug_132,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14407,,coverage64_release_20260827_v5.tar.gz,case_392
607,case_607,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,14412,,coverage64_release_20260827_v5.tar.gz,case_391
608,case_608,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14418,,coverage64_release_20260827_v5.tar.gz,case_390
609,case_609,bug_048,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12202,,coverage64_release_20260827_v5.tar.gz,case_39
610,case_610,bug_132,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14406,,coverage64_release_20260827_v5.tar.gz,case_389
611,case_611,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,14411,,coverage64_release_20260827_v5.tar.gz,case_388
612,case_612,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14417,,coverage64_release_20260827_v5.tar.gz,case_387
613,case_613,bug_132,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14405,,coverage64_release_20260827_v5.tar.gz,case_386
614,case_614,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,14410,,coverage64_release_20260827_v5.tar.gz,case_385
615,case_615,bug_133,coverage64,validated_or_probe_candidate,riscv_debug_branch_jump_test,14503,,coverage64_release_20260827_v5.tar.gz,case_384
616,case_616,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14416,,coverage64_release_20260827_v5.tar.gz,case_383
617,case_617,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,14409,,coverage64_release_20260827_v5.tar.gz,case_382
618,case_618,bug_132,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14404,,coverage64_release_20260827_v5.tar.gz,case_381
619,case_619,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,14408,,coverage64_release_20260827_v5.tar.gz,case_380
620,case_620,bug_048,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,12201,,coverage64_release_20260827_v5.tar.gz,case_38
621,case_621,bug_132,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14403,,coverage64_release_20260827_v5.tar.gz,case_379
622,case_622,bug_132,coverage64,validated_or_probe_candidate,riscv_rand_jump_test,14415,,coverage64_release_20260827_v5.tar.gz,case_378
623,case_623,bug_132,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14402,,coverage64_release_20260827_v5.tar.gz,case_377
624,case_624,bug_132,coverage64,validated_or_probe_candidate,riscv_jump_stress_test,14401,,coverage64_release_20260827_v5.tar.gz,case_376
625,case_625,bug_074,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,13014,,coverage64_release_20260827_v5.tar.gz,case_375
626,case_626,bug_074,coverage64,validated_or_probe_candidate,riscv_rv32im_instr_test,13019,,coverage64_release_20260827_v5.tar.gz,case_374
627,case_627,bug_078,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,13410,,coverage64_release_20260827_v5.tar.gz,case_373
628,case_628,bug_078,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,13409,,coverage64_release_20260827_v5.tar.gz,case_372
629,case_629,bug_079,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,13501,,coverage64_release_20260827_v5.tar.gz,case_371
630,case_630,bug_078,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,13408,,coverage64_release_20260827_v5.tar.gz,case_370
631,case_631,bug_045,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12120,,coverage64_release_20260827_v5.tar.gz,case_37
632,case_632,bug_185,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,17407,,coverage64_release_20260827_v5.tar.gz,case_369
633,case_633,bug_185,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,17406,,coverage64_release_20260827_v5.tar.gz,case_368
634,case_634,bug_185,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,17405,,coverage64_release_20260827_v5.tar.gz,case_367
635,case_635,bug_185,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,17404,,coverage64_release_20260827_v5.tar.gz,case_366
636,case_636,bug_185,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,17403,,coverage64_release_20260827_v5.tar.gz,case_365
637,case_637,bug_179,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16913,,coverage64_release_20260827_v5.tar.gz,case_364
638,case_638,bug_185,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,17402,,coverage64_release_20260827_v5.tar.gz,case_363
639,case_639,bug_185,coverage64,validated_or_probe_candidate,riscv_arithmetic_basic_test,17401,,coverage64_release_20260827_v5.tar.gz,case_362
640,case_640,bug_178,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,16820,,coverage64_release_20260827_v5.tar.gz,case_361
641,case_641,bug_196,coverage64,validated_or_probe_candidate,riscv_csr_test,17907,,coverage64_release_20260827_v5.tar.gz,case_360
642,case_642,bug_045,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12119,,coverage64_release_20260827_v5.tar.gz,case_36
643,case_643,bug_196,coverage64,validated_or_probe_candidate,riscv_csr_test,17906,,coverage64_release_20260827_v5.tar.gz,case_359
644,case_644,bug_196,coverage64,validated_or_probe_candidate,riscv_csr_test,17905,,coverage64_release_20260827_v5.tar.gz,case_358
645,case_645,bug_196,coverage64,validated_or_probe_candidate,riscv_csr_test,17904,,coverage64_release_20260827_v5.tar.gz,case_357
646,case_646,bug_196,coverage64,validated_or_probe_candidate,riscv_csr_test,17903,,coverage64_release_20260827_v5.tar.gz,case_356
647,case_647,bug_196,coverage64,validated_or_probe_candidate,riscv_csr_test,17902,,coverage64_release_20260827_v5.tar.gz,case_355
648,case_648,bug_196,coverage64,validated_or_probe_candidate,riscv_csr_test,17901,,coverage64_release_20260827_v5.tar.gz,case_354
649,case_649,bug_179,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16912,,coverage64_release_20260827_v5.tar.gz,case_353
650,case_650,bug_179,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16911,,coverage64_release_20260827_v5.tar.gz,case_352
651,case_651,bug_179,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16910,,coverage64_release_20260827_v5.tar.gz,case_351
652,case_652,bug_178,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,16819,,coverage64_release_20260827_v5.tar.gz,case_350
653,case_653,bug_045,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12118,,coverage64_release_20260827_v5.tar.gz,case_35
654,case_654,bug_178,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,16818,,coverage64_release_20260827_v5.tar.gz,case_349
655,case_655,bug_178,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,16817,,coverage64_release_20260827_v5.tar.gz,case_348
656,case_656,bug_178,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,16816,,coverage64_release_20260827_v5.tar.gz,case_347
657,case_657,bug_178,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,16815,,coverage64_release_20260827_v5.tar.gz,case_346
658,case_658,bug_178,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16814,,coverage64_release_20260827_v5.tar.gz,case_345
659,case_659,bug_178,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16813,,coverage64_release_20260827_v5.tar.gz,case_344
660,case_660,bug_178,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16812,,coverage64_release_20260827_v5.tar.gz,case_343
661,case_661,bug_162,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16114,,coverage64_release_20260827_v5.tar.gz,case_342
662,case_662,bug_178,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16811,,coverage64_release_20260827_v5.tar.gz,case_341
663,case_663,bug_179,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16908,,coverage64_release_20260827_v5.tar.gz,case_340
664,case_664,bug_045,coverage64,validated_or_probe_candidate,riscv_rand_instr_test,12117,,coverage64_release_20260827_v5.tar.gz,case_34
665,case_665,bug_162,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16113,,coverage64_release_20260827_v5.tar.gz,case_339
666,case_666,bug_178,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16810,,coverage64_release_20260827_v5.tar.gz,case_338
667,case_667,bug_169,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,16210,,coverage64_release_20260827_v5.tar.gz,case_337
668,case_668,bug_178,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16809,,coverage64_release_20260827_v5.tar.gz,case_336
669,case_669,bug_178,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16808,,coverage64_release_20260827_v5.tar.gz,case_335
670,case_670,bug_169,coverage64,validated_or_probe_candidate,riscv_mmu_stress_test,16209,,coverage64_release_20260827_v5.tar.gz,case_334
671,case_671,bug_162,coverage64,validated_or_probe_candidate,riscv_unaligned_load_store_test,16107,,coverage64_release_20260827_v5.tar.gz,case_333
672,case_672,bug_162,coverage64,validated_or_probe_candidate,riscv_machine_mode_rand_test,16112,,coverage64_release_20260827_v5.tar.gz,case_332
673,case_673,bug_196,coverage64,validated_or_probe_candidate,riscv_multiple_interrupt_test,17919,,coverage64_release_20260827_v5.tar.gz,case_331
